type,title,url,id,code,date_edition,date_limite,metier,niveau,experience,lieu,date_publication,entreprise,description_poste,profil_poste,dossier_candidature,email_candidature,description_complete
Emploi,ECOLOGISTE,https://emploi.educarriere.ci/offre-130125-ecologiste.html,130125,125948,13/03/2025,24/03/2025,"Economie, Environnement , Tourisme/Loisirs",BAC+5,10 ans,Abidjan et intérieur du pays,13/03/2025,"-Diplôme de niveau master / BAC +5 en économie de développement ou en environnement, ou en tourisme ou en gestion des ressources naturelles, ou en écologie et justifier d’au moins cinq (05) ans d’expérience en matière de recherche et d’un ‘background économie et tourisme, appuyée d’attestations de bonne fin de mission.
- 
- 	Dix (10) années d’expérience et plus;
- -	Une expérience relative à des formations sur la réalisation d’études de faisabilité, notamment celles qui sont relatives au développement du tourisme, la valorisation des produits écotouristiques et l’analyse économique et financière des politiques et programmes de développement.

-  -	Mission dans les domaines de des formations sur la réalisation d’études de faisabilité, notamment celles qui sont relatives au développement du tourisme, la valorisation des produits écotouristiques et l’analyse économique et financière des politiques et programmes de développement financée par les bailleurs de fonds (AFD, FIDA, BAD, Banque Mondiale etc. et réalisée en Côte d’Ivoire.
-",,,,,"Description du poste-Diplôme de niveau master / BAC +5 en économie de développement ou en environnement, ou en tourisme ou en gestion des ressources naturelles, ou en écologie et justifier d’au moins cinq (05) ans d’expérience en matière de recherche et d’un ‘background économie et tourisme, appuyée d’attestations de bonne fin de mission.
- 
- 	Dix (10) années d’expérience et plus;
- -	Une expérience relative à des formations sur la réalisation d’études de faisabilité, notamment celles qui sont relatives au développement du tourisme, la valorisation des produits écotouristiques et l’analyse économique et financière des politiques et programmes de développement.

-  -	Mission dans les domaines de des formations sur la réalisation d’études de faisabilité, notamment celles qui sont relatives au développement du tourisme, la valorisation des produits écotouristiques et l’analyse économique et financière des politiques et programmes de développement financée par les bailleurs de fonds (AFD, FIDA, BAD, Banque Mondiale etc. et réalisée en Côte d’Ivoire.
-Profil du posteDiplôme de niveau master / BAC +5 en économie de développement ou en environnement, ou en tourisme ou en gestion des ressources naturelles, ou en écologie et justifier d’au moins cinq (05) ans d’expérience en matière de recherche et d’un ‘background économie et tourisme, appuyée d’attestations de bonne fin de mission.
- 
- 	Dix (10) années d’expérience et plus;
- -	Une expérience relative à des formations sur la réalisation d’études de faisabilité, notamment celles qui sont relatives au développement du tourisme, la valorisation des produits écotouristiques et l’analyse économique et financière des politiques et programmes de développement.

-  -	Mission dans les domaines de des formations sur la réalisation d’études de faisabilité, notamment celles qui sont relatives au développement du tourisme, la valorisation des produits écotouristiques et l’analyse économique et financière des politiques et programmes de développement financée par les bailleurs de fonds (AFD, FIDA, BAD, Banque Mondiale etc. et réalisée en Côte d’Ivoire.
-Dossiers de candidatureCV
CNI 
DIPLÔME
attestation de fin de mission
recrutementsogescoici@gmail.com
ivoireconseilinternational225@gmail.com"
Emploi,GEOLOGUE,https://emploi.educarriere.ci/offre-130123-geologue.html,130123,125946,13/03/2025,01/04/2025,Mines/Géologie/Pétrole,BAC+5,5 ans,2 PLATEAUX BMW EN FACE DU NOUVEAU REVEIL,13/03/2025,Société exerçant dans le domaine Minier recrute GEOLOGUE ayant une experience dans le procedure de documentation jusqu'à l'extraction de l'or en cote d'ivoire.,,,,,"Description du posteSociété exerçant dans le domaine Minier recrute GEOLOGUE ayant une experience dans le procedure de documentation jusqu'à l'extraction de l'or en cote d'ivoire.Profil du posteBAC+5 avec 5 ans d'experience dans une entreprise d'extraction d'orDossiers de candidaturepour tout intéressé faite parvenir vos CV au mail suivant:
recrutementpograwaholding78@gmail.com"
Consultance,CONSULTANTS FORMATEURS ET CONSULTANTS AUDITEURS,https://emploi.educarriere.ci/offre-130118-consultants-formateurs-et-consultants-auditeurs.html,130118,125941,13/03/2025,31/03/2025,Hôtellerie/Restauration,"BAC+5, BAC+6, BAC+7 et plus",5 ans,Abidjan,13/03/2025,Élite Intérim,Elite Intérim CI recrute des Consultants Formateurs et des Consultants Auditeurs ayant une bonne expérience dans le domaine de l’hôtellerie.,"Les Formateurs devront avoir : - Au moins 05 années d'expériences professionnelles dans les métiers de formation de système de management de la sécurité des denrées alimentaires ; - Une bonne compréhension des activités principales d’un hôtel ; - Un certificat ISO 22000 ; - Au moins 02 ABE (Attestation de Bonne Exécution) dans la réalisation des formations en relation avec les denrées alimentaires.    Quant aux Auditeurs, ils devront avoir :  - Au moins 05 années d'expériences professionnelles dans les métiers d’audit de système de management de la sécurité des denrées alimentaires - Une bonne compréhension des activités principales d’un hôtel - Un certificat d’auditeur IRCA ou ICA en ISO 22000",Nous recevons les candidatures à l’adresse recrutement@eliteinterim.ci  en mentionnant en objet le poste de Formateur pour lequel vous candidatez.,recrutement@eliteinterim.ci,"Élite Intérim
recrute
CONSULTANTS FORMATEURS ET CONSULTANTS AUDITEURS
 
Description du poste
Elite Intérim CI recrute des Consultants Formateurs et des Consultants Auditeurs ayant une bonne expérience dans le domaine de l’hôtellerie.
Profil du poste
Les Formateurs devront avoir : - Au moins 05 années d'expériences professionnelles dans les métiers de formation de système de management de la sécurité des denrées alimentaires ; - Une bonne compréhension des activités principales d’un hôtel ; - Un certificat ISO 22000 ; - Au moins 02 ABE (Attestation de Bonne Exécution) dans la réalisation des formations en relation avec les denrées alimentaires.    Quant aux Auditeurs, ils devront avoir :  - Au moins 05 années d'expériences professionnelles dans les métiers d’audit de système de management de la sécurité des denrées alimentaires - Une bonne compréhension des activités principales d’un hôtel - Un certificat d’auditeur IRCA ou ICA en ISO 22000
Dossiers de candidature
Nous recevons les candidatures à l’adresse recrutement@eliteinterim.ci  en mentionnant en objet le poste de Formateur pour lequel vous candidatez."
Emploi,ELECTRICIEN,https://emploi.educarriere.ci/offre-130116-electricien.html,130116,125939,13/03/2025,24/03/2025,"Electronique, Electrotechnique/Electricité",BT,3 ans,SASSANDRA,13/03/2025,"-Entretenir et réparer l'appareillage  LV / HV de la compagnie, transformateurs, alternateurs, moteurs et panneaux de contrôle de tir ;
- Assurer la disponibilité maximale de l'installation et le meilleur état possible de l'équipement ;
-Veiller à ce que le système de permis de travail soit entièrement mis en œuvre ;
-Maintenir le SIMS  sur place;
-Mettre en œuvre la politique QHSE de  l'entreprise et veiller à son application (des audits) ;
-S'assurer de la démobilisation et de l'installation du site conformément à la norme de l'AIP ;
-Fournir une assistance pour la coordination des retours suite à des incidents électriques sur le site ;
-Etre en Liaison avec le superviseur pour le fonctionnement efficace et efficient de l'équipement électrique ;
-Maximiser l'efficacité des coûts et garantir la disponibilité des consommables électriques sur site  avec le niveau des stocks optimal ;
-Rédiger des rapports et documents sur les échecs des composants ;
-Faire un reporting.",,,,,"Description du poste-Entretenir et réparer l'appareillage  LV / HV de la compagnie, transformateurs, alternateurs, moteurs et panneaux de contrôle de tir ;
- Assurer la disponibilité maximale de l'installation et le meilleur état possible de l'équipement ;
-Veiller à ce que le système de permis de travail soit entièrement mis en œuvre ;
-Maintenir le SIMS  sur place;
-Mettre en œuvre la politique QHSE de  l'entreprise et veiller à son application (des audits) ;
-S'assurer de la démobilisation et de l'installation du site conformément à la norme de l'AIP ;
-Fournir une assistance pour la coordination des retours suite à des incidents électriques sur le site ;
-Etre en Liaison avec le superviseur pour le fonctionnement efficace et efficient de l'équipement électrique ;
-Maximiser l'efficacité des coûts et garantir la disponibilité des consommables électriques sur site  avec le niveau des stocks optimal ;
-Rédiger des rapports et documents sur les échecs des composants ;
-Faire un reporting.Profil du posteTitulaire d'un diplôme d'ingénieur ou d'une formation  technique en ELECTRICITE ou équivalent, vous justifiez d'une expérience de 4 à 5 ans à un poste similaire. Vous devrez posséder de solides compétences techniques et maîtrise parfaitement les règles de sécurité.Dossiers de candidatureCV et LM à adresser à l'adresse suivante: recrutement@archtrading.ci"
Emploi,MAINTENANCIER,https://emploi.educarriere.ci/offre-130115-maintenancier.html,130115,125938,13/03/2025,24/03/2025,Industrie Agro-alimentaire,BT,5 ans,SASSANDRA,13/03/2025,"-Responsable des réparations des machines de l'usine;
-S'occuper de la maintenance électrique et mécanique et l'entretien du parc de machines
-Entretenir les machines de production
-Diagnostiquer les pannes sur les installations
-Contrôler les automates
-Tenir un stock de pièces de rechange
-Intervenir dans le domaine de l’électromécanique
-Assurer les opérations de maintenance programmées selon un planning défini 
-Assurer les interventions curatives selon les demandes des autres unités
-Veiller au respect de la sécurité",,,,,"Description du poste-Responsable des réparations des machines de l'usine;
-S'occuper de la maintenance électrique et mécanique et l'entretien du parc de machines
-Entretenir les machines de production
-Diagnostiquer les pannes sur les installations
-Contrôler les automates
-Tenir un stock de pièces de rechange
-Intervenir dans le domaine de l’électromécanique
-Assurer les opérations de maintenance programmées selon un planning défini 
-Assurer les interventions curatives selon les demandes des autres unités
-Veiller au respect de la sécuritéProfil du posteVous êtes diplômé d'un diplôme professionnel en électrotechnique, en maintenance industrielle, en électricité ou en automatisme avec 05 ans minimum d’expérience à une fonction similaire , vous avez le sens des responsabilités, rigueur, esprit d’initiative, force de proposition et bon communicateur.
Si en plus vous avez les compétences suivantes:
Excellente  compétence managériale
Autonome, positif, et sens prononcé de l’organisation du travail ; 
Anglais et Français courantDossiers de candidatureCV et LM à adresser à l'adresse suivante: recrutement@archtrading.ci"
Stage,05 ASSISTANTES DE DIRECTION,https://emploi.educarriere.ci/offre-130113-05-assistantes-de-direction.html,130113,125936,13/03/2025,24/03/2025,Assistanat de Direction,"BAC+5, BAC+4, BAC+3, BAC+2",,"Marcory, Zone 4, Rue Lumière",13/03/2025,"Dans le cadre du développement de ses activités, CAGESSTRA (Cabinet de Gestion Stratégique) et ses Partenaires, recrutent cinq (05) Assistantes de Direction résidant dans les communes de Marcory, Port-Bouet, Treichville et Koumassi.
Lieu de Stage : Marcory, Zone 4, Rue Lumière",,,,,"Description du posteDans le cadre du développement de ses activités, CAGESSTRA (Cabinet de Gestion Stratégique) et ses Partenaires, recrutent cinq (05) Assistantes de Direction résidant dans les communes de Marcory, Port-Bouet, Treichville et Koumassi.
Lieu de Stage : Marcory, Zone 4, Rue LumièreProfil du postePROFIL

-	Être âgée de 18 à 30 ans au plus ;
-	Avoir le niveau minimum de BAC + 2 et  plus
-	Bonne capacité rédactionnelle
-	Maîtrise parfaite de l’outil informatique (Word, Excel, Internet et réseaux sociaux)Dossiers de candidaturePIECES A FOURNIR

-	Fournir uniquement un CV tenant sur une seule page avec photo couleur
-	Indiquer la commune et le quartier où vous résidez en tête du CV
-	Indiquer un seul contact téléphonique (N° WhatsApp)
-	Indiquer une adresse mail valide 
-	Envoyer le CV par mail à l’adresse suivante : cagesstra.info@gmail.com
NB : -	Seules les personnes qui seront retenues pourront être contactées pour l’entretien au siège de l’entreprise CAGESSTRA.
-	Délivrance d’attestation de stage ou un certificat de travail en fin de contrat.
Prime de Stage : 50 000 F CFA / mois

Situation géographique : Abidjan-Cocody-Angré 8ème  tranche, entre la CIE et le Super Marché AUCHAN, en face de la Station SHELL-KFC, dans l’Immeuble LA RESIDENCE DE LA PAIX, 1er Etage porte A4-2, dans le même immeuble que CHIKEN NATION.
Tél : 27 24 58 55 25 / 05 66 24 71 71 / 05 66 02 16 16     Email : cagesstra.info@gmail.com"
Freelance,CONSUTANTS,https://emploi.educarriere.ci/offre-130112-consutants.html,130112,125935,13/03/2025,31/03/2025,"Communication, Finances/Comptabilité, Informatique, Juridique/Droit, Ressources Humaines","BAC+5, BAC+4",3 ans,Côte d'Ivoire,13/03/2025,"DRH-Conseils 
Recrute des formateurs dans les domaines suivants 

	Ingénierie de la Formation
	Administration du personnel
	Gestion prévisionnelle des emplois et des compétences
	Législation du Travail
	Finance Comptabilité
	Communication
	Management
	Informatique

Missions : Vous serez chargé d’animer des sessions de formation pour adultes dans le cadre de la Formation Professionnelle continue en entreprise.",,,,,"Description du posteDRH-Conseils 
Recrute des formateurs dans les domaines suivants 

	Ingénierie de la Formation
	Administration du personnel
	Gestion prévisionnelle des emplois et des compétences
	Législation du Travail
	Finance Comptabilité
	Communication
	Management
	Informatique

Missions : Vous serez chargé d’animer des sessions de formation pour adultes dans le cadre de la Formation Professionnelle continue en entreprise.Profil du posteProfil : 45 ans et plus, Bac + 4 /5 dans les différents domaines de formation cités ou équivalent, une expérience de 3 ans en pédagogie des adultes est souhaitable.Dossiers de candidatureMerci de faire parvenir CV et de motivation avant le 31 /03/2025 à 
recrutement.drhconseils@gmail.com

Tel : 27 20 22 32 36 / 07 77 30 05 45 
www.drhconseils.com"
Emploi,COMMERCIAL RESEAU SOCIAUX,https://emploi.educarriere.ci/offre-130111-commercial-reseau-sociaux.html,130111,125934,13/03/2025,29/12/2025,"Commerce et Administration des Entreprises, Commerce/Ventes","BAC+5, BAC+4, BAC+3, BAC+2",1 ans,yopougon selmer derrière la mairie,13/03/2025,"rejoignez Gdygroup en tant que  commercial renommée!

Gdygroup, acteur majeur dans la consultance, communication, recherche des  commerciaux motivés et passionnés pour rejoindre notre équipe dynamique ! Si vous souhaitez développer vos compétences commerciales dans un environnement stimulant, cette opportunité est faite pour vous.

Vos missions :

Prospection et identification de nouveaux clients

Suivi des leads et gestion des relations clients

Participer à la négociation et à la conclusion des ventes

Assurer une veille concurrentielle et contribuer à l’élaboration de stratégies commerciales

Apporter un soutien à l’équipe commerciale sur diverses tâches administratives


Profil recherché :

Vous êtes étudiant(e) en Bac +2/3 dans le domaine commercial ou équivalent

Vous êtes dynamique, autonome, et avez un bon esprit d’équipe

Vous avez un excellent sens de la communication et de la persuasion

Vous êtes à l’aise avec les outils bureautiques et êtes prêt à apprendre rapidement


Pourquoi Gdygroup ?

Un environnement de travail stimulant et bienveillant

Une expérience enrichissante qui vous permettra de développer vos compétences commerciales

La possibilité de rejoindre une équipe ambitieuse et d’évoluer au sein d’une entreprise en pleine croissance



Lieu : [ABIDJAN YOPOUGON]

Envoyez votre CV et lettre de motivation à gdygroup.info@gmail.com ou WhatsApp 0576999696 rejoignez-nous pour une aventure professionnelle unique 
 Ou
 Nous rejoindre  à yopougon selmer mairie principale
 0576999696",,,,,"Description du posterejoignez Gdygroup en tant que  commercial renommée!

Gdygroup, acteur majeur dans la consultance, communication, recherche des  commerciaux motivés et passionnés pour rejoindre notre équipe dynamique ! Si vous souhaitez développer vos compétences commerciales dans un environnement stimulant, cette opportunité est faite pour vous.

Vos missions :

Prospection et identification de nouveaux clients

Suivi des leads et gestion des relations clients

Participer à la négociation et à la conclusion des ventes

Assurer une veille concurrentielle et contribuer à l’élaboration de stratégies commerciales

Apporter un soutien à l’équipe commerciale sur diverses tâches administratives


Profil recherché :

Vous êtes étudiant(e) en Bac +2/3 dans le domaine commercial ou équivalent

Vous êtes dynamique, autonome, et avez un bon esprit d’équipe

Vous avez un excellent sens de la communication et de la persuasion

Vous êtes à l’aise avec les outils bureautiques et êtes prêt à apprendre rapidement


Pourquoi Gdygroup ?

Un environnement de travail stimulant et bienveillant

Une expérience enrichissante qui vous permettra de développer vos compétences commerciales

La possibilité de rejoindre une équipe ambitieuse et d’évoluer au sein d’une entreprise en pleine croissance



Lieu : [ABIDJAN YOPOUGON]

Envoyez votre CV et lettre de motivation à gdygroup.info@gmail.com ou WhatsApp 0576999696 rejoignez-nous pour une aventure professionnelle unique 
 Ou
 Nous rejoindre  à yopougon selmer mairie principale
 0576999696Profil du posteParticiper à la négociation et à la conclusion des ventes

Assurer une veille concurrentielle et contribuer à l’élaboration de stratégies commerciales

Apporter un soutien à l’équipe commerciale sur diverses tâches administratives


Profil recherché :

Vous êtes étudiant(e) en Bac +2/3 dans le domaine commercial ou équivalent

Vous êtes dynamique, autonome, et avez un bon esprit d’équipe

Vous avez un excellent sens de la communication et de la persuasion

Vous êtes à l’aise avec les outils bureautiques et êtes prêt à apprendre rapidement


Pourquoi Gdygroup ?

Un environnement de travail stimulant et bienveillant

Une expérience enrichissante qui vous permettra de développer vos compétences commerciales

La possibilité de rejoindre une équipe ambitieuse et d’évoluer au sein d’une entreprise en pleine croissance



Lieu : [ABIDJAN YOPOUGON]Dossiers de candidatureLieu : [ABIDJAN YOPOUGON]

Envoyez votre CV et lettre de motivation à gdygroup.info@gmail.com ou WhatsApp 0576999696 rejoignez-nous pour une aventure professionnelle unique 
 Ou
 Nous rejoindre  à yopougon selmer mairie principale
 0576999696
 salaire supérieur ou égal a 100 000 f"
Emploi,ASSISTANT COMMERCIAL,https://emploi.educarriere.ci/offre-130110-assistant-commercial.html,130110,125933,13/03/2025,29/12/2025,"Commerce et Administration des Entreprises, Communication, Commerce/Ventes",BAC+2,1 ans,yopougon selmer derrière la mairie,13/03/2025,"rejoignez Gdygroup en tant que  commercial renommée!

Gdygroup, acteur majeur dans la consultance, communication, recherche des  commerciaux motivés et passionnés pour rejoindre notre équipe dynamique ! Si vous souhaitez développer vos compétences commerciales dans un environnement stimulant, cette opportunité est faite pour vous.

Vos missions :

Prospection et identification de nouveaux clients

Suivi des leads et gestion des relations clients

Participer à la négociation et à la conclusion des ventes

Assurer une veille concurrentielle et contribuer à l’élaboration de stratégies commerciales

Apporter un soutien à l’équipe commerciale sur diverses tâches administratives


Profil recherché :

Vous êtes étudiant(e) en Bac +2/3 dans le domaine commercial ou équivalent

Vous êtes dynamique, autonome, et avez un bon esprit d’équipe

Vous avez un excellent sens de la communication et de la persuasion

Vous êtes à l’aise avec les outils bureautiques et êtes prêt à apprendre rapidement


Pourquoi Gdygroup ?

Un environnement de travail stimulant et bienveillant

Une expérience enrichissante qui vous permettra de développer vos compétences commerciales

La possibilité de rejoindre une équipe ambitieuse et d’évoluer au sein d’une entreprise en pleine croissance



Lieu : [ABIDJAN YOPOUGON]

Envoyez votre CV et lettre de motivation à gdygroup.info@gmail.com ou WhatsApp 0576999696 rejoignez-nous pour une aventure professionnelle unique 
 Ou
 Nous rejoindre  à yopougon selmer mairie principale
 0576999696",,,,,"Description du posterejoignez Gdygroup en tant que  commercial renommée!

Gdygroup, acteur majeur dans la consultance, communication, recherche des  commerciaux motivés et passionnés pour rejoindre notre équipe dynamique ! Si vous souhaitez développer vos compétences commerciales dans un environnement stimulant, cette opportunité est faite pour vous.

Vos missions :

Prospection et identification de nouveaux clients

Suivi des leads et gestion des relations clients

Participer à la négociation et à la conclusion des ventes

Assurer une veille concurrentielle et contribuer à l’élaboration de stratégies commerciales

Apporter un soutien à l’équipe commerciale sur diverses tâches administratives


Profil recherché :

Vous êtes étudiant(e) en Bac +2/3 dans le domaine commercial ou équivalent

Vous êtes dynamique, autonome, et avez un bon esprit d’équipe

Vous avez un excellent sens de la communication et de la persuasion

Vous êtes à l’aise avec les outils bureautiques et êtes prêt à apprendre rapidement


Pourquoi Gdygroup ?

Un environnement de travail stimulant et bienveillant

Une expérience enrichissante qui vous permettra de développer vos compétences commerciales

La possibilité de rejoindre une équipe ambitieuse et d’évoluer au sein d’une entreprise en pleine croissance



Lieu : [ABIDJAN YOPOUGON]

Envoyez votre CV et lettre de motivation à gdygroup.info@gmail.com ou WhatsApp 0576999696 rejoignez-nous pour une aventure professionnelle unique 
 Ou
 Nous rejoindre  à yopougon selmer mairie principale
 0576999696Profil du posteParticiper à la négociation et à la conclusion des ventes

Assurer une veille concurrentielle et contribuer à l’élaboration de stratégies commerciales

Apporter un soutien à l’équipe commerciale sur diverses tâches administratives


Profil recherché :

Vous êtes étudiant(e) en Bac +2/3 dans le domaine commercial ou équivalent

Vous êtes dynamique, autonome, et avez un bon esprit d’équipe

Vous avez un excellent sens de la communication et de la persuasion

Vous êtes à l’aise avec les outils bureautiques et êtes prêt à apprendre rapidement


Pourquoi Gdygroup ?

Un environnement de travail stimulant et bienveillant

Une expérience enrichissante qui vous permettra de développer vos compétences commerciales

La possibilité de rejoindre une équipe ambitieuse et d’évoluer au sein d’une entreprise en pleine croissance



Lieu : [ABIDJAN YOPOUGON]Dossiers de candidatureLieu : [ABIDJAN YOPOUGON]

Envoyez votre CV et lettre de motivation à gdygroup.info@gmail.com ou WhatsApp 0576999696 rejoignez-nous pour une aventure professionnelle unique 
 Ou
 Nous rejoindre  à yopougon selmer mairie principale
 0576999696"
Emploi,COMMERCIAL RESEAU SOCIAUX,https://emploi.educarriere.ci/offre-130109-commercial-reseau-sociaux.html,130109,125932,13/03/2025,29/12/2025,"Commerce et Administration des Entreprises, Commerce/Ventes","BAC+5, BAC+4, BAC+3, BAC+2",1 ans,yopougon selmer derrière la mairie,13/03/2025,"rejoignez Gdygroup en tant que  commercial renommée!

Gdygroup, acteur majeur dans la consultance, communication, recherche des  commerciaux motivés et passionnés pour rejoindre notre équipe dynamique ! Si vous souhaitez développer vos compétences commerciales dans un environnement stimulant, cette opportunité est faite pour vous.

Vos missions :

Prospection et identification de nouveaux clients

Suivi des leads et gestion des relations clients

Participer à la négociation et à la conclusion des ventes

Assurer une veille concurrentielle et contribuer à l’élaboration de stratégies commerciales

Apporter un soutien à l’équipe commerciale sur diverses tâches administratives


Profil recherché :

Vous êtes étudiant(e) en Bac +2/3 dans le domaine commercial ou équivalent

Vous êtes dynamique, autonome, et avez un bon esprit d’équipe

Vous avez un excellent sens de la communication et de la persuasion

Vous êtes à l’aise avec les outils bureautiques et êtes prêt à apprendre rapidement


Pourquoi Gdygroup ?

Un environnement de travail stimulant et bienveillant

Une expérience enrichissante qui vous permettra de développer vos compétences commerciales

La possibilité de rejoindre une équipe ambitieuse et d’évoluer au sein d’une entreprise en pleine croissance



Lieu : [ABIDJAN YOPOUGON]

Envoyez votre CV et lettre de motivation à gdygroup.info@gmail.com ou WhatsApp 0576999696 rejoignez-nous pour une aventure professionnelle unique 
 Ou
 Nous rejoindre  à yopougon selmer mairie principale
 0576999696",,,,,"Description du posterejoignez Gdygroup en tant que  commercial renommée!

Gdygroup, acteur majeur dans la consultance, communication, recherche des  commerciaux motivés et passionnés pour rejoindre notre équipe dynamique ! Si vous souhaitez développer vos compétences commerciales dans un environnement stimulant, cette opportunité est faite pour vous.

Vos missions :

Prospection et identification de nouveaux clients

Suivi des leads et gestion des relations clients

Participer à la négociation et à la conclusion des ventes

Assurer une veille concurrentielle et contribuer à l’élaboration de stratégies commerciales

Apporter un soutien à l’équipe commerciale sur diverses tâches administratives


Profil recherché :

Vous êtes étudiant(e) en Bac +2/3 dans le domaine commercial ou équivalent

Vous êtes dynamique, autonome, et avez un bon esprit d’équipe

Vous avez un excellent sens de la communication et de la persuasion

Vous êtes à l’aise avec les outils bureautiques et êtes prêt à apprendre rapidement


Pourquoi Gdygroup ?

Un environnement de travail stimulant et bienveillant

Une expérience enrichissante qui vous permettra de développer vos compétences commerciales

La possibilité de rejoindre une équipe ambitieuse et d’évoluer au sein d’une entreprise en pleine croissance



Lieu : [ABIDJAN YOPOUGON]

Envoyez votre CV et lettre de motivation à gdygroup.info@gmail.com ou WhatsApp 0576999696 rejoignez-nous pour une aventure professionnelle unique 
 Ou
 Nous rejoindre  à yopougon selmer mairie principale
 0576999696Profil du posteParticiper à la négociation et à la conclusion des ventes

Assurer une veille concurrentielle et contribuer à l’élaboration de stratégies commerciales

Apporter un soutien à l’équipe commerciale sur diverses tâches administratives


Profil recherché :

Vous êtes étudiant(e) en Bac +2/3 dans le domaine commercial ou équivalent

Vous êtes dynamique, autonome, et avez un bon esprit d’équipe

Vous avez un excellent sens de la communication et de la persuasion

Vous êtes à l’aise avec les outils bureautiques et êtes prêt à apprendre rapidement


Pourquoi Gdygroup ?

Un environnement de travail stimulant et bienveillant

Une expérience enrichissante qui vous permettra de développer vos compétences commerciales

La possibilité de rejoindre une équipe ambitieuse et d’évoluer au sein d’une entreprise en pleine croissance



Lieu : [ABIDJAN YOPOUGON]Dossiers de candidatureLieu : [ABIDJAN YOPOUGON]

Envoyez votre CV et lettre de motivation à gdygroup.info@gmail.com ou WhatsApp 0576999696 rejoignez-nous pour une aventure professionnelle unique 
 Ou
 Nous rejoindre  à yopougon selmer mairie principale
 0576999696
 salaire supérieur ou égal a 100 000 f"
Emploi,COMMERCIAL,https://emploi.educarriere.ci/offre-130108-commercial.html,130108,125931,13/03/2025,29/12/2025,"Commerce et Administration des Entreprises, Communication, Commerce/Ventes",BAC+2,1 ans,yopougon selmer derrière la mairie,13/03/2025,"rejoignez Gdygroup en tant que  commercial renommée!

Gdygroup, acteur majeur dans la consultance, communication, recherche des  commerciaux motivés et passionnés pour rejoindre notre équipe dynamique ! Si vous souhaitez développer vos compétences commerciales dans un environnement stimulant, cette opportunité est faite pour vous.

Vos missions :

Prospection et identification de nouveaux clients

Suivi des leads et gestion des relations clients

Participer à la négociation et à la conclusion des ventes

Assurer une veille concurrentielle et contribuer à l’élaboration de stratégies commerciales

Apporter un soutien à l’équipe commerciale sur diverses tâches administratives


Profil recherché :

Vous êtes étudiant(e) en Bac +2/3 dans le domaine commercial ou équivalent

Vous êtes dynamique, autonome, et avez un bon esprit d’équipe

Vous avez un excellent sens de la communication et de la persuasion

Vous êtes à l’aise avec les outils bureautiques et êtes prêt à apprendre rapidement


Pourquoi Gdygroup ?

Un environnement de travail stimulant et bienveillant

Une expérience enrichissante qui vous permettra de développer vos compétences commerciales

La possibilité de rejoindre une équipe ambitieuse et d’évoluer au sein d’une entreprise en pleine croissance



Lieu : [ABIDJAN YOPOUGON]

Envoyez votre CV et lettre de motivation à gdygroup.info@gmail.com ou WhatsApp 0576999696 rejoignez-nous pour une aventure professionnelle unique 
 Ou
 Nous rejoindre  à yopougon selmer mairie principale
 0576999696",,,,,"Description du posterejoignez Gdygroup en tant que  commercial renommée!

Gdygroup, acteur majeur dans la consultance, communication, recherche des  commerciaux motivés et passionnés pour rejoindre notre équipe dynamique ! Si vous souhaitez développer vos compétences commerciales dans un environnement stimulant, cette opportunité est faite pour vous.

Vos missions :

Prospection et identification de nouveaux clients

Suivi des leads et gestion des relations clients

Participer à la négociation et à la conclusion des ventes

Assurer une veille concurrentielle et contribuer à l’élaboration de stratégies commerciales

Apporter un soutien à l’équipe commerciale sur diverses tâches administratives


Profil recherché :

Vous êtes étudiant(e) en Bac +2/3 dans le domaine commercial ou équivalent

Vous êtes dynamique, autonome, et avez un bon esprit d’équipe

Vous avez un excellent sens de la communication et de la persuasion

Vous êtes à l’aise avec les outils bureautiques et êtes prêt à apprendre rapidement


Pourquoi Gdygroup ?

Un environnement de travail stimulant et bienveillant

Une expérience enrichissante qui vous permettra de développer vos compétences commerciales

La possibilité de rejoindre une équipe ambitieuse et d’évoluer au sein d’une entreprise en pleine croissance



Lieu : [ABIDJAN YOPOUGON]

Envoyez votre CV et lettre de motivation à gdygroup.info@gmail.com ou WhatsApp 0576999696 rejoignez-nous pour une aventure professionnelle unique 
 Ou
 Nous rejoindre  à yopougon selmer mairie principale
 0576999696Profil du posteParticiper à la négociation et à la conclusion des ventes

Assurer une veille concurrentielle et contribuer à l’élaboration de stratégies commerciales

Apporter un soutien à l’équipe commerciale sur diverses tâches administratives


Profil recherché :

Vous êtes étudiant(e) en Bac +2/3 dans le domaine commercial ou équivalent

Vous êtes dynamique, autonome, et avez un bon esprit d’équipe

Vous avez un excellent sens de la communication et de la persuasion

Vous êtes à l’aise avec les outils bureautiques et êtes prêt à apprendre rapidement


Pourquoi Gdygroup ?

Un environnement de travail stimulant et bienveillant

Une expérience enrichissante qui vous permettra de développer vos compétences commerciales

La possibilité de rejoindre une équipe ambitieuse et d’évoluer au sein d’une entreprise en pleine croissance



Lieu : [ABIDJAN YOPOUGON]Dossiers de candidatureLieu : [ABIDJAN YOPOUGON]

Envoyez votre CV et lettre de motivation à gdygroup.info@gmail.com ou WhatsApp 0576999696 rejoignez-nous pour une aventure professionnelle unique 
 Ou
 Nous rejoindre  à yopougon selmer mairie principale
 0576999696"
